sample_id,n_frac,x1_m,T1_s,a_hat_m_s,a_hat_ok,Y0_m2_s,omega_star_rad_s,fracture_positions_m,mask_design,y_active,alpha_ss,Y_eq_m2_s,log10_Y_over_Y0,fracture_Q_ss_m3_s,fracture_Cf_m2,fracture_kleak_m2p5_s,fracture_Kp_s2_m5
755,4,4609.41845703125,6.286851406097412,1466.367919921875,1,0.00010254364315187559,0.9994168877601624,4609.4185|4648.5767|4681.294|4712.5845,1|1|1|1,0|1|0|1,0.02026307|0.3386539|0.025218807|0.6158642,0.0|0.0003720859|0.0|0.0004307135,-6.0109086|0.5597346|-6.0109086|0.6232798,0.0004552961|0.0076093012|0.00056664785|0.013838012,0.00054996385|0.015808498|0.0006116742|0.02823315,6.7536757e-06|0.00011280734|8.412606e-06|0.00020529136,78566740.0|176498.25|71674450.0|83869.92
756,3,4569.09375,6.159309387207031,1483.6383056640625,1,0.00010134997864952311,1.0201119184494019,4569.0938|4588.785|4635.197,1|1|1,1|1|1,0.38712278|0.50706226|0.10581495,0.0010020842|0.0015047517|0.0011268189,0.9950806|1.1716412|1.0460305,0.0053200885|0.0069683734|0.0014541766,0.010843198|0.01953101|0.0022097095,0.0001352603|0.0001771514|3.694489e-05,93010.44|47410.145|155794.3
757,5,4708.34619140625,6.31340217590332,1491.5400390625,1,0.00010081305663334206,0.9952138066291809,4708.346|4739.7407|4752.6157|4778.1743|4820.76,1|1|1|1|1,1|1|0|1|1,0.37513912|0.19077468|0.015003477|0.20881124|0.21027148,0.0014064595|0.0015051241|0.0|0.0009632245|0.001258639,1.1446104|1.1740556|-6.0035167|0.9802108|1.0963844,0.005297182|0.0026938494|0.00021185781|0.0029485358|0.0029691553,0.02454166|0.0149746975|0.0003398526|0.0073913005|0.014116884,0.00020857074|0.000105994324|8.357103e-06|0.00011607634|0.00011685938,66887.71|122044.74|92095660.0|172970.56|132709.23
758,2,4649.06689453125,6.506119251251221,1429.13671875,1,0.00010521506919758394,0.9657347202301025,4649.067|4664.0903,1|1,1|1,0.6897091|0.3102909,0.00097392185|0.0015304827,0.9664462|1.1627505,0.009558558|0.0043002674,0.01116733|0.0074493997,0.00015625809|7.026541e-05,53267.574|72359.58
759,2,4870.39501953125,6.6389899253845215,1467.209716796875,1,0.00010248481703456491,0.9464068412780762,4870.395|4882.123,1|1,1|1,0.6618162|0.33818382,0.00023292995|0.0002905462,0.35656598|0.4525558,0.011670387|0.005963493,0.014813175|0.008544048,0.00015220826|7.767988e-05,183881.89|288198.25
760,2,4525.92333984375,6.179281711578369,1464.870361328125,1,0.00010264847514918074,1.0168148279190063,4525.9233|4552.1675,1|1,1|1,0.58975357|0.4102464,0.0002738238|0.00027882901,0.42611882|0.4339856,0.008435322|0.005867807,0.012472237|0.010008151,0.00016193077|0.00011254247,216368.19|305371.53
761,3,4771.8603515625,6.5102081298828125,1465.96240234375,1,0.00010257200483465567,0.9651281833648682,4771.8604|4817.824|4866.3965,1|1|1,1|1|1,0.61596084|0.1552872|0.22875197,0.0006034403|0.00073085027|0.00058366125,0.7696055|0.8527996|0.7551321,0.008096861|0.0020412644|0.0030069654,0.028285082|0.004140023|0.0066339523,0.00013774903|3.4700668e-05|5.112625e-05,102283.66|323532.25|282503.03
762,1,4807.97412109375,6.746025562286377,1425.4241943359375,1,0.00010548909631324932,0.931390643119812,4807.974,1,1,1.0,0.0018879377,1.2527801,0.015038138,0.011748093,0.00010409193,17070.178
763,6,4505.0283203125,6.0749101638793945,1483.1588134765625,1,0.00010138274228665978,1.0342844724655151,4505.0283|4550.7056|4580.7397|4594.7603|4626.159|4663.1753,1|1|1|1|1|1,0|1|1|0|0|1,0.018940905|0.23951446|0.31007704|0.0074006803|0.01903515|0.40503177,0.0|0.0005450321|0.0006364405|0.0|0.0|0.0006352989,-6.005964|0.7304581|0.79779387|-6.005964|-6.005964|0.7970142,0.0002972718|0.003759107|0.0048665656|0.000116151445|0.00029875094|0.0063568517,0.00045044642|0.0141099775|0.021049608|0.0005250663|0.00071395584|0.027042517,8.970341e-06|0.00011330006|0.00014671525|3.497133e-06|9.021517e-06|0.00019175978,73093920.0|243699.33|161293.44|68456510.0|82483790.0|123744.12
764,4,4891.94677734375,6.821821689605713,1434.2054443359375,1,0.00010484321683179587,0.9210421442985535,4891.947|4913.9907|4926.0146|4950.0,1|1|1|1,0|1|1|1,0.017671904|0.24713585|0.29460832|0.4405839,0.0|0.00017030373|0.00015433125|0.00016279836,-6.02054|0.21068408|0.16791382|0.19110993,0.00040608674|0.005678992|0.006769873|0.01012428,0.00092395727|0.014604732|0.0139308125|0.01965099,5.3370354e-06|7.464171e-05|8.9021305e-05|0.0001332372,99086310.0|516897.9|478489.6|303333.6
765,6,4693.9775390625,6.464210033416748,1452.29736328125,1,0.00010353713150834665,0.9719958901405334,4693.9775|4736.652|4768.9717|4798.5913|4820.568|4842.7305,1|1|1|1|1|1,1|1|1|0|1|1,0.13781051|0.12725578|0.26364097|0.019199999|0.09828253|0.3538102,0.00087454694|0.00085665483|0.0005641103|0.0|0.0010069185|0.0013072261,0.92668706|0.91770977|0.7362679|-6.015096|0.98789823|1.1012546,0.0022642997|0.0020908797|0.00433176|0.0003154661|0.0016148338|0.005813288,0.009436042|0.007322776|0.011505056|0.00021707804|0.005847165|0.034251466,5.591439e-05|5.1636158e-05|0.000107068816|7.803041e-06|3.987848e-05|0.00014362438,250176.36|275041.44|204093.72|61365430.0|297521.6|65693.95
766,1,4809.38623046875,6.804876327514648,1413.51171875,1,0.00010637811647029594,0.9233356714248657,4809.386,1,1,1.0,0.00040101775,0.5763114,0.022122344,0.013509751,0.00015798512,56302.164
767,2,4835.21728515625,6.491081714630127,1489.80322265625,1,0.00010093058517668396,0.9679719805717468,4835.2173|4850.2544,1|1,1|1,0.70113397|0.29886606,0.00033224866|0.0004064156,0.5174406|0.6049477,0.014364926|0.0061232075,0.014891694|0.0072476226,0.00018745358|7.980857e-05,104706.01|200241.4
768,2,4798.955078125,6.726940631866455,1426.7867431640625,1,0.00010538835340412334,0.9340330958366394,4798.955|4822.4707,1|1,1|1,0.8142698|0.18573023,0.0001066999|0.0011876727,0.0053717997|1.0519042,0.017818099|0.0040642056,0.005256723|0.01912988,0.0005|0.00011054518,262860.84|103124.88
769,2,4709.8564453125,6.499035358428955,1449.4017333984375,1,0.00010374398698331788,0.9667873382568359,4709.8564|4740.3584,1|1,1|1,0.5565786|0.44342145,0.00032299463|0.00032984064,0.4932325|0.50234133,0.011501751|0.009163348,0.009983533|0.010708172,9.4926785e-05|7.561758e-05,134438.3|165260.75
770,6,4767.32421875,6.5100483894348145,1464.6048583984375,1,0.00010266708704875782,0.965151846408844,4767.324|4781.705|4801.929|4840.7764|4882.52|4931.9546,1|1|1|1|1|1,1|1|1|0|1|1,0.4167261|0.13772678|0.21666822|0.01400431|0.118472695|0.096401885,0.00034934125|0.0004911824|0.00030006483|0.0|0.00038787577|0.00047112934,0.53181875|0.67981166|0.46578398|-6.011431|0.5772615|0.661709,0.008872338|0.002932282|0.00461299|0.00029815978|0.0025223515|0.0020524513,0.026000725|0.016483888|0.014169311|0.0003296293|0.0075717536|0.008096128,0.00024854642|8.183552e-05|0.00012898147|8.327182e-06|7.040623e-05|5.7266257e-05,161286.14|346821.47|361045.47|53073784.0|509612.4|515189.34
771,1,4559.86181640625,7.063896656036377,1291.032958984375,1,0.00011647008068393916,0.8894786238670349,4559.862,1,1,1.0,3.7949227e-05,-0.4870103,0.012661824,0.012939197,8.17391e-05,1040557.44
772,1,4898.91748046875,6.849093437194824,1430.5301513671875,1,0.00010511257278267294,0.9173747301101685,4898.9175,1,1,1.0,0.00034537227,0.5166329,0.021721156,0.010601145,0.00013484112,66565.65
773,3,4672.720703125,6.37642240524292,1465.62451171875,1,0.00010259565897285938,0.9853777885437012,4672.7207|4691.898|4726.786,1|1|1,1|1|1,0.16327025|0.4137348|0.42299497,0.0008008609|0.0007571474|0.0006598188,0.89242816|0.8680515|0.8082958,0.003333256|0.008446634|0.008635686,0.0031344742|0.014552827|0.014010594,5.583519e-05|0.00014156573|0.00014475614,173718.45|77962.94|87549.01
774,1,4641.921875,7.088534832000732,1309.698486328125,1,0.0001148101655417122,0.886387050151825,4641.922,1,1,1.0,0.00023453188,0.3102217,0.02193738,0.008486049,0.00012885619,97086.73
775,6,4741.7978515625,6.430099010467529,1474.8756103515625,1,0.00010195213690167293,0.9771522283554077,4741.798|4756.9233|4771.424|4806.443|4820.7954|4869.204,1|1|1|1|1|1,1|0|1|1|1|1,0.1189793|0.010446653|0.23050591|0.26742148|0.22831935|0.1443273,0.0018723693|0.0|0.0016834917|0.0012363781|0.0017614168|0.0016735109,1.2639953|-6.008396|1.2178147|1.083755|1.2374659|1.2152323,0.0014919046|0.00013099262|0.0028903587|0.0033532502|0.0028629408|0.0018097482,0.008594203|0.00082342257|0.015656264|0.014109403|0.016651845|0.012339973,8.266463e-05|7.2688536e-06|0.00016030335|0.0001861458|0.0001587986|0.0001003403,169592.19|73129624.0|101492.98|119619.66|97971.88|161841.94
776,3,4752.78759765625,6.921419143676758,1373.3564453125,1,0.00010948847921099514,0.9077886343002319,4752.7876|4763.392|4779.72,1|1|1,1|0|0,0.95076686|0.016323695|0.032909434,0.00024965886|0.0|0.0,0.3579787|-6.0393686|-6.0393686,0.0130092325|0.00022335521|0.00045029592,0.040307537|0.0007127118|0.00043158833,0.00024639422|4.2138927e-06|8.5192105e-06,153939.81|85252280.0|98218600.0
777,3,4656.1865234375,6.602019786834717,1410.533935546875,1,0.00010660268890205771,0.9517064690589905,4656.1865|4677.976|4719.364,1|1|1,1|1|1,0.13830979|0.12904601|0.7326442,0.0044910647|0.0034215357|0.0004580181,1.6245811|1.5064529|0.6331146,0.0024242916|0.002261916|0.012841774,0.022128496|0.014271101|0.0065927617,0.00013373978|0.00012482921|0.00072420976,43728.684|60202.1|84532.88
778,5,4552.1962890625,6.374207973480225,1428.3175048828125,1,0.00010527541599003598,0.985720157623291,4552.1963|4600.3877|4646.8237|4661.303|4686.053,1|1|1|1|1,1|1|1|1|1,0.24179414|0.2604507|0.0870283|0.15073453|0.25999233,0.00089052046|0.0007768051|0.0013185214|0.00092993514|0.0009145992,0.927317|0.8679852|1.0977603|0.94612575|0.9389039,0.004305637|0.004637855|0.0015497161|0.0026841352|0.004629693,0.010232263|0.011403823|0.0047010947|0.0060968995|0.011409521,0.00012835216|0.00013831317|4.6169764e-05|7.999895e-05|0.0001380544,129376.555|138116.72|222945.17|195391.78|117294.984
779,1,4761.2724609375,7.135452747344971,1334.5396728515625,1,0.00011267309309914708,0.8805587291717529,4761.2725,1,1,1.0,0.000331441,0.46858615,0.016320765,0.00875701,0.0009740006,92246.14
780,3,4660.5439453125,6.301498889923096,1479.1859130859375,1,0.00010165504500037059,0.9970937967300415,4660.544|4692.1895|4708.7593,1|1|1,1|0|1,0.20313875|0.00870534|0.7881559,0.0018080914|0.0|0.0020955265,1.2500914|-6.0071287|1.3141643,0.0035617573|0.0001526361|0.013819224,0.005371277|0.0004982011|0.027049717,6.967486e-05|2.9866128e-06|0.00027047552,67451.37|82819736.0|17161.06
781,5,4813.3369140625,6.745875835418701,1427.0457763671875,1,0.00010536922491155565,0.9314113259315491,4813.337|4840.607|4887.21|4904.946|4950.0,1|1|1|1|1,1|1|1|1|1,0.20515889|0.06392846|0.21968363|0.30225506|0.20897394,0.002190908|0.00081383024|0.0023005945|0.0034812554|0.0026008554,1.3179103|0.88782007|1.3391263|1.5190221|1.3924024,0.004311753|0.0013435622|0.0046170144|0.0063523897|0.004391933,0.0068430766|0.0024832683|0.0071578017|0.015683353|0.00805079,9.547881e-05|2.974857e-05|0.00010225766|0.00014069557|9.7272256e-05,45679.867|66172.5|40565.824|21242.494|37647.85
782,2,4801.33984375,6.44331169128418,1490.3330078125,1,0.00010089470742968842,0.9751484394073486,4801.34|4838.355,1|1,1|1,0.6567056|0.3432944,0.00021570495|0.00021730573,0.3299919|0.333203,0.012311493|0.006435862,0.019515358|0.006349248,0.00012289081|6.419773e-05,188253.56|357071.62
783,4,4534.61865234375,6.1812214851379395,1467.22412109375,1,0.00010248380567645654,1.0164958238601685,4534.6187|4581.6323|4631.3125|4646.3936,1|1|1|1,1|1|1|1,0.10274284|0.600408|0.11624579|0.18060336,0.0024549037|0.00080856186|0.002950618|0.0034264533,1.3793793|0.89705807|1.4592577|1.5241896,0.0020156768|0.0117792|0.0022805866|0.0035431958,0.005392958|0.010674552|0.007998726|0.011829202,9.89843e-05|0.00058377435|0.00011208719|0.00017417462,72974.16|52199.418|62699.715|37508.406
784,6,4748.5625,6.549074172973633,1450.147705078125,1,0.00010369061783421785,0.9594005346298218,4748.5625|4788.3066|4808.0234|4843.8066|4876.1724|4903.4062,1|1|1|1|1|1,1|1|1|1|1|1,0.08329586|0.08658792|0.127723|0.3157408|0.31814557|0.06850685,0.001452904|0.0013369964|0.0020448521|0.0027395526|0.0019343098|0.0014977594,1.1464975|1.1103908|1.2949225|1.4219402|1.2707866|1.1597027,0.0016425744|0.0017074931|0.0025186667|0.006226333|0.006273755|0.0013509387,0.0030387642|0.002799249|0.006519857|0.017714784|0.018816466|0.0031254166,5.8713973e-05|6.105646e-05|9.008619e-05|0.000222821|0.00022460081|4.8320824e-05,113205.54|119635.94|85261.4|28529.217|40722.246|117987.31
785,4,4590.4921875,6.397146701812744,1435.1685791015625,1,0.0001047728510457091,0.9821856021881104,4590.492|4635.497|4651.8994|4698.0664,1|1|1|1,1|1|1|1,0.26223552|0.16928746|0.38673693|0.18174009,0.0013745638|0.001718313|0.001540804|0.0015963269,1.1179162|1.2148535|1.1674987|1.1828731,0.0040689274|0.0026267162|0.0060007293|0.002819935,0.010239817|0.008949416|0.021933591|0.008315737,0.00012499864|8.067531e-05|0.00018441219|8.661735e-05,87692.836|106366.42|53799.17|106650.91
786,5,4834.7783203125,6.60211706161499,1464.6146240234375,1,0.00010266640310874209,0.951692521572113,4834.7783|4879.6943|4901.889|4928.0034|4950.0,1|1|1|1|1,1|1|1|1|1,0.1330143|0.15163682|0.25313494|0.27135465|0.19085927,0.0019731806|0.0019889937|0.002455448|0.0015232892|0.0018970099,1.2837385|1.2872051|1.3787024|1.171354|1.2666413,0.0027931014|0.003184146|0.0053154547|0.005698041|0.0040077586,0.005854754|0.006549681|0.01521722|0.009340384|0.007634885,8.268207e-05|9.4287425e-05|0.00015743631|0.00016883218|0.00011870665,77377.4|69859.12|37172.883|55858.02|60922.75
787,2,4621.67822265625,7.0159735679626465,1317.4730224609375,1,0.0001141326647484675,0.8955543041229248,4621.678|4654.61,1|1,1|1,0.6236853|0.37631467,9.302555e-05|0.00010886704,-0.088807255|-0.020513136,0.011955482|0.007213611,0.016902553|0.010466613,0.00014277855|8.59585e-05,449556.34|636593.2
788,2,4554.11083984375,6.159519195556641,1478.7227783203125,1,0.00010168687731493264,1.0200772285461426,4554.111|4570.355,1|1,1|1,0.24161439|0.7583856,0.00038375182|0.00023143984,0.5767856|0.3571734,0.003816718|0.011980016,0.006035226|0.013698237,5.414875e-05|0.00017032416,340040.3|180282.95
789,1,4804.8193359375,6.773886203765869,1418.6300048828125,1,0.00010599430970614776,0.9275599122047424,4804.8193,1,1,1.0,4.375886e-05,-0.38421556,0.012377127,0.014133777,0.00013373292,923164.8
790,6,4756.3076171875,6.709042549133301,1417.8797607421875,1,0.0001060504000633955,0.9365248680114746,4756.3076|4784.3745|4823.283|4851.784|4876.7026|4904.339,1|1|1|1|1|1,1|1|1|1|1|1,0.23665279|0.1624401|0.1700062|0.099071115|0.19160058|0.1402292,0.0032675576|0.003058764|0.004148339|0.001561597|0.0049734553|0.003129827,1.488711|1.4600337|1.5923619|1.1680567|1.6711459|1.470008,0.004853015|0.003331143|0.0034863|0.0020316413|0.0039291335|0.002875666,0.009243208|0.0066825394|0.010368131|0.00373144|0.013978667|0.006729199,0.00018537583|0.00012724305|0.00013319192|7.76149e-05|0.00015012645|0.00010987026,26099.436|29702.432|26263.31|43418.758|21108.84|30984.55
791,4,4636.23876953125,6.44826602935791,1437.97998046875,1,0.00010456801828695461,0.974399209022522,4636.239|4685.3486|4732.938|4776.767,1|1|1|1,1|1|1|1,0.10180704|0.46457192|0.30817324|0.1254478,0.00078973226|0.00061719766|0.00063060655|0.0008023191,0.8780811|0.7710255|0.7803597|0.8849483,0.0022441652|0.010240708|0.006793161|0.002765286,0.002465347|0.017617501|0.011134046|0.0042435583,3.4978028e-05|0.0001597656|0.00010594504|4.3107575e-05,247332.75|79004.555|116322.27|216528.69
792,3,4750.62890625,6.7229719161987305,1413.252685546875,1,0.00010639761603670195,0.9345844984054565,4750.629|4784.574|4823.9004,1|1|1,1|1|0,0.07742178|0.9180802|0.0044980315,0.006025401|0.0018973717|0.0,1.753054|1.2512206|-6.026932,0.0012695573|0.015054619|7.3758434e-05,0.012898157|0.012|0.0002471748,0.00010711057|0.0012891312|6.2377217e-06,33469.887|16973.633|74361060.0
793,4,4516.2861328125,6.081361293792725,1485.287841796875,1,0.00010123741958523169,1.0331872701644897,4516.286|4530.6577|4559.251|4591.944,1|1|1|1,1|1|1|1,0.18029618|0.24257456|0.25702304|0.32010624,0.0010172292|0.0010050458|0.00090186275|0.0010549978,1.0020778|0.9968448|0.9497994|1.0179105,0.003012112|0.004052564|0.0042939465|0.005347844,0.008581716|0.015894966|0.011388667|0.016848061,8.049164e-05|0.00010832087|0.00011479193|0.0001429764,161005.73|122297.086|128349.586|88294.305
794,4,4732.89453125,6.482400894165039,1460.2288818359375,1,0.00010297475091647357,0.969268262386322,4732.8945|4754.795|4767.111|4783.7085,1|1|1|1,1|1|1|1,0.5045533|0.15352058|0.23262997|0.109296136,0.0031934117|0.0022573068|0.0021532301|0.0011273855,1.4915241|1.3408599|1.3203597|1.0393417,0.009562866|0.0029096957|0.004409067|0.002071504,0.017710218|0.0054773334|0.008724936|0.0024643498,0.00019888875|6.050453e-05|9.169221e-05|4.3073618e-05,15784.857|58087.25|48994.75|71699.0
795,1,4877.86083984375,6.722109794616699,1451.2886962890625,1,0.00010360909800510854,0.9347043633460999,4877.861,1,1,1.0,0.001510492,1.1637205,0.020265553,0.011983226,0.0008574857,16027.795
796,4,4544.57861328125,6.209540843963623,1463.7406005859375,1,0.00010272770305164158,1.0118598937988281,4544.5786|4560.3877|4599.777|4627.9536,1|1|1|1,1|1|1|1,0.06197208|0.6660674|0.11784279|0.1541177,0.0028025752|0.000392483|0.0023175706|0.0028961275,1.4358697|0.58213335|1.3533454|1.4501301,0.0008537285|0.009175757|0.0016234044|0.0021231282,0.006145296|0.008504883|0.0090895165|0.01689757,7.0868235e-05|0.0007942695|0.00013492303|0.0001764772,149681.31|138522.98|123819.805|78905.99
797,1,4687.4814453125,6.822350025177002,1374.154541015625,1,0.00010942489461740479,0.9209708571434021,4687.4814,1,1,1.0,0.0002159526,0.29524252,0.018348955,0.011100703,0.00010933523,126126.41
798,4,4898.10400390625,6.835899353027344,1433.05322265625,1,0.0001049275160767138,0.9191453456878662,4898.104|4918.0615|4928.8584|4950.0,1|1|1|1,1|1|1|1,0.053661376|0.08045874|0.79830205|0.06757782,0.003078707|0.0032084377|0.00044727192|0.0048894235,1.467479|1.4854043|0.62968236|1.6683682,0.0008931483|0.0013391678|0.013287065|0.0011247757,0.007447096|0.010209652|0.012|0.014606747,9.2380484e-05|0.0001387206|0.0015|0.00011651426,130574.31|100610.516|83968.82|76591.47
799,5,4526.67236328125,6.350133419036865,1425.693603515625,1,0.00010546916018938646,0.9894571900367737,4526.6724|4566.42|4588.945|4619.8022|4664.2075,1|1|1|1|1,1|0|1|1|1,0.16038662|0.015539139|0.20172568|0.23060696|0.3917416,0.0016653185|0.0|0.0015966248|0.0023351233|0.0018332184,1.1983719|-6.0231256|1.1800774|1.3451843|1.2400887,0.002450411|0.00023740929|0.003081995|0.0035232475|0.005985087,0.0061053517|0.00023433488|0.0069950894|0.015410565|0.017085772,9.948217e-05|9.675233e-06|0.00012518994|0.00014310687|0.0002432912,112363.664|89027464.0|95870.89|59311.727|45026.906
800,6,4642.33544921875,6.445629119873047,1440.4599609375,1,0.00010438798199174926,0.9747978448867798,4642.3354|4665.5513|4703.715|4728.9844|4742.386|4789.834,1|1|1|1|1|1,0|0|0|0|1|1,0.008570905|0.004166597|0.0057386328|0.006038128|0.46483678|0.51064897,0.0|0.0|0.0|0.0|0.0010031882|5.982955e-05,-6.0186505|-6.0186505|-6.0186505|-6.0186505|0.982732|-0.24173404,0.00019197472|9.332518e-05|0.00012853628|0.00013524451|0.010411608|0.011437729,0.000296822|0.0007030633|0.00060705864|0.0009757095|0.058124803|0.0059210253,8.862616e-06|4.3054074e-06|5.9391186e-06|6.2527283e-06|0.00048332452|0.0005919035,54055456.0|99788910.0|95894440.0|89809100.0|47855.52|730559.94
801,4,4596.9404296875,6.222340106964111,1477.5599365234375,1,0.00010176691284868866,1.0097784996032715,4596.9404|4616.143|4655.428|4671.4165,1|1|1|1,1|1|1|1,0.2246811|0.14355814|0.32273656|0.3090242,0.0006313148|0.00068280095|0.0005326817|0.00065244664,0.7926395|0.8266876|0.7188613|0.80693847,0.0044207643|0.0028246113|0.006350077|0.006080277,0.009419855|0.003952417|0.010807171|0.012376243,0.00010651625|6.8032066e-05|0.00015313091|0.00014657046,178359.77|251415.83|147462.34|125692.65
802,2,4521.8203125,6.299247741699219,1435.669921875,1,0.00010473626753082499,0.997450053691864,4521.8203|4542.399,1|1,1|1,0.56625235|0.43374768,0.0019941602|0.0015445051,1.279663|1.1686922,0.0087922085|0.0067348066,0.010827586|0.005922955,0.00010884221|8.337238e-05,27509.316|44519.8
803,2,4510.76806640625,6.358090877532959,1418.906494140625,1,0.00010597366053843871,0.9882188439369202,4510.768|4555.3364,1|1,1|1,0.35672978|0.64327025,0.000379483|0.0002567465,0.55399454|0.3843068,0.0078007146|0.014066579,0.012786529|0.01526323,8.02589e-05|0.00014486027,168752.66|138404.66
804,1,4875.55615234375,6.999651908874512,1393.0853271484375,1,0.00010793790715979412,0.8976425528526306,4875.556,1,1,1.0,7.410461e-05,-0.16332817,0.013149661,0.011559045,0.00013093402,513083.28
805,1,4582.60205078125,6.2111616134643555,1475.602294921875,1,0.00010190192551817745,1.0115958452224731,4582.602,1,1,1.0,0.00045154445,0.64651823,0.015339364,0.007805086,0.00013165628,71950.35
806,3,4670.12646484375,6.449246883392334,1448.2703857421875,1,0.00010382503387518227,0.9742510318756104,4670.1265|4713.917|4753.726,1|1|1,1|0|1,0.3521219|0.014440326|0.6334378,0.0022477584|0.0|0.0021037254,1.3354475|-6.016302|1.306687,0.0062707555|0.00025716025|0.011280564,0.014415406|0.00031175904|0.021313844,0.00010286422|4.2211805e-06|0.00018508763,34539.652|90671710.0|20850.625
807,1,4731.4111328125,6.786108016967773,1394.4403076171875,1,0.00010783302423078567,0.9258893728256226,4731.411,1,1,1.0,3.3979257e-05,-0.50153667,0.014435762,0.009610435,0.00015337075,1019318.6
808,4,4607.77783203125,6.5649566650390625,1403.7496337890625,1,0.00010711789946071804,0.9570794701576233,4607.778|4630.5176|4645.261|4678.3906,1|1|1|1,1|0|1|0,0.2567931|0.0009230905|0.7403969|0.0018869019,0.012180551|0.0|0.001719833|0.0,2.055805|-6.029862|1.2056242|-6.029862,0.005186116|1.8642457e-05|0.014952832|3.81073e-05,0.026391469|0.00046988513|0.0074601616|0.00092054374,0.0003489047|1.2544616e-06|0.0010158841|2.5656402e-06,5001.4927|52869750.0|18217.844|78067940.0
809,2,4754.80322265625,6.757901191711426,1407.183349609375,1,0.0001068565106834285,0.9297539591789246,4754.803|4791.9287,1|1,1|1,0.44638735|0.55361265,0.00031063007|0.0003323945,0.46344262|0.49285296,0.008007348|0.009930767,0.00804508|0.010615245,9.1662136e-05|0.000113696435,200671.47|151300.02
810,2,4788.09716796875,6.395138263702393,1497.4178466796875,1,0.00010041733185062185,0.982494056224823,4788.097|4813.829,1|1,1|1,0.36210153|0.6378985,0.0007878825|0.0007657798,0.89465284|0.8822953,0.006218235|0.010954394,0.008042468|0.015641492,6.489394e-05|0.00011434172,101031.27|59455.832
811,6,4691.19189453125,6.4741363525390625,1449.2100830078125,1,0.00010375770216342062,0.9705055356025696,4691.192|4721.4736|4767.0923|4805.914|4824.4146|4849.805,1|1|1|1|1|1,1|1|1|1|1|1,0.06903808|0.179529|0.24757573|0.28082874|0.14583792|0.077190526,0.0010776203|0.0069501167|0.0068249195|0.006731531|0.0058425064|0.001566627,1.0164454|1.8259717|1.8180772|1.8120935|1.7505789|1.1789453,0.000861073|0.0022391637|0.0030878722|0.0035026183|0.001818954|0.0009627538,0.00407765|0.015233158|0.017073324|0.01840671|0.012164792|0.004880795,5.4132095e-05|0.00014083515|0.00019430765|0.00022045047|0.000114455535|6.0574246e-05,43398.11|21530.328|18584.152|17569.182|26876.516|41397.92
812,6,4843.14013671875,6.516218662261963,1486.4879150390625,1,0.00010115569602930918,0.9642379283905029,4843.14|4871.342|4887.1675|4897.22|4918.0376|4950.0,1|1|1|1|1|1,1|1|1|1|1|1,0.2947463|0.073083065|0.1644558|0.2695766|0.11251691|0.08562132,0.0022084918|0.0015945204|0.0016251692|0.0018373402|0.0016280807|0.0012871956,1.3391055|1.1976398|1.2059083|1.2591993|1.2066857|1.1046542,0.0040287874|0.0009989477|0.0022478905|0.0036847512|0.0015379555|0.0011703288,0.022425232|0.0034606315|0.009218262|0.014944197|0.0057036798|0.0027504622,0.0001884644|4.6700043e-05|0.000105145955|0.00017241918|7.192148e-05|5.472114e-05,55601.664|203101.97|132119.8|72630.17|180288.81|205754.78
813,6,4636.890625,6.571173667907715,1411.2823486328125,1,0.0001065461547113955,0.9561740159988403,4636.8906|4663.7397|4702.9507|4749.983|4791.7397|4831.2085,1|1|1|1|1|1,1|1|1|1|1|1,0.069371924|0.11244134|0.1746041|0.26131272|0.2611706|0.12109929,0.0016837469|0.0019629893|0.0014379057|0.0013694535|0.0019476808|0.0013917232,1.198739|1.2653801|1.1301926|1.1090095|1.26198|1.1160151,0.0015207168|0.0024648507|0.003827534|0.0057282923|0.005725177|0.0026546435,0.0037908056|0.008828682|0.010974653|0.013045818|0.016435271|0.0045605293,5.7230518e-05|9.2810296e-05|0.00014424416|0.00021605287|0.00021585885|0.00010004725,133731.8|97405.65|89106.77|62957.89|44138.64|119738.18
814,6,4752.8984375,6.793200492858887,1399.310546875,1,0.00010745771578513086,0.9249227046966553,4752.8984|4775.913|4823.1465|4862.32|4901.7627|4950.0,1|1|1|1|1|1,0|0|1|0|0|1,0.01302581|0.004014017|0.8636709|0.012602854|0.016408611|0.09027783,0.0|0.0|0.00051709614|0.0|0.0|0.0003821752,-6.0312376|-6.0312376|0.6823338|-6.0312376|-6.0312376|0.55102503,0.0001938962|5.975081e-05|0.012856207|0.00018760028|0.00024425104|0.0013438342,0.00059625175|0.0009007126|0.03907936|0.00084092526|0.0004308413|0.0028542606,4.8488273e-06|1.4933999e-06|0.00032260056|4.6926216e-06|6.112852e-06|3.360786e-05,57291676.0|61976570.0|75196.26|67337010.0|67431784.0|952686.25
815,3,4536.41259765625,6.063352584838867,1496.3380126953125,1,0.00010048980038845912,1.036255955696106,4536.4126|4584.345|4596.769,1|1|1,1|1|1,0.5573343|0.32267207|0.11999364,0.00016147277|0.00013220799|0.00020943282,0.20597757|0.119136065|0.31892297,0.012344241|0.007146774|0.0026577057,0.024167854|0.012011665|0.0022563804,0.00012623063|7.303998e-05|2.713238e-05,250835.03|529118.7|891023.3
